"from","to","relation","date"
"23943524943","66032365843","SIBLING","1991-08-25"
"66032365843","23943524943","SIBLING","1991-08-25"
"43158416548","60732285371","SPOUSE","1981-10-25"
"60732285371","43158416548","SPOUSE","1981-10-25"
"35337935919","73202507098","PARENT","2019-05-27"
"73202507098","35337935919","OFFSPRING","2019-05-27"
"59685790373","99755240789","SPOUSE","2018-11-23"
"99755240789","59685790373","SPOUSE","2018-11-23"
"80075128328","64360323400","SPOUSE","1992-11-13"
"64360323400","80075128328","SPOUSE","1992-11-13"
"46445860012","41774779500","SPOUSE","2009-03-22"
"41774779500","46445860012","SPOUSE","2009-03-22"
"76409318527","13045718197","PARENT","1971-02-18"
"13045718197","76409318527","OFFSPRING","1971-02-18"
"57422303422","13958629880","PARENT","2012-12-10"
"13958629880","57422303422","OFFSPRING","2012-12-10"
"59834021439","21435050850","SPOUSE","1989-06-10"
"21435050850","59834021439","SPOUSE","1989-06-10"
"52780417691","52513894782","SPOUSE","1972-07-22"
"52513894782","52780417691","SPOUSE","1972-07-22"
"86746551259","71132476566","PARENT","2007-12-29"
"71132476566","86746551259","OFFSPRING","2007-12-29"
"73950794781","30135536675","SIBLING","1987-08-28"
"30135536675","73950794781","SIBLING","1987-08-28"
"12963466348","18726259912","PARENT","1981-06-01"
"18726259912","12963466348","OFFSPRING","1981-06-01"
"59570638525","61927313228","PARENT","2018-12-09"
"61927313228","59570638525","OFFSPRING","2018-12-09"
"61828644630","61496059075","PARENT","1979-02-19"
"61496059075","61828644630","OFFSPRING","1979-02-19"
"96921472116","19624634992","PARENT","2012-10-27"
"19624634992","96921472116","OFFSPRING","2012-10-27"
"54726855687","44335449559","SPOUSE","1976-09-04"
"44335449559","54726855687","SPOUSE","1976-09-04"
"72620404104","46401528085","PARENT","2008-09-26"
"46401528085","72620404104","OFFSPRING","2008-09-26"
"88497063584","21011409091","SIBLING","1986-07-20"
"21011409091","88497063584","SIBLING","1986-07-20"
"11068066853","72726985273","SIBLING","2017-09-09"
"72726985273","11068066853","SIBLING","2017-09-09"
"30151126160","39397031849","SIBLING","2012-03-24"
"39397031849","30151126160","SIBLING","2012-03-24"
"26526087600","31232401224","PARENT","1984-07-10"
"31232401224","26526087600","OFFSPRING","1984-07-10"
"41957487160","96448133569","SPOUSE","1978-06-08"
"96448133569","41957487160","SPOUSE","1978-06-08"
"63456535299","26206247214","SIBLING","2014-03-06"
"26206247214","63456535299","SIBLING","2014-03-06"
"82457148280","80886841000","SPOUSE","1977-10-27"
"80886841000","82457148280","SPOUSE","1977-10-27"
"54455789504","13560855037","SIBLING","1993-05-23"
"13560855037","54455789504","SIBLING","1993-05-23"
"28918019916","22884562719","PARENT","1988-08-06"
"22884562719","28918019916","OFFSPRING","1988-08-06"
"65977074583","40304259332","SIBLING","2003-08-02"
"40304259332","65977074583","SIBLING","2003-08-02"
"73427878257","12634038348","SPOUSE","2001-12-14"
"12634038348","73427878257","SPOUSE","2001-12-14"
"92645290974","13530283689","PARENT","2019-04-12"
"13530283689","92645290974","OFFSPRING","2019-04-12"
"59045371043","92448358736","SIBLING","1985-01-01"
"92448358736","59045371043","SIBLING","1985-01-01"
"62138403166","37207466714","SPOUSE","1982-09-29"
"37207466714","62138403166","SPOUSE","1982-09-29"
"61905038452","10385917351","PARENT","2018-09-19"
"10385917351","61905038452","OFFSPRING","2018-09-19"
"46742290250","92086391592","PARENT","1982-09-28"
"92086391592","46742290250","OFFSPRING","1982-09-28"
"15672390517","52795407677","SIBLING","2008-03-04"
"52795407677","15672390517","SIBLING","2008-03-04"
"58540547927","83184561776","SIBLING","1977-06-13"
"83184561776","58540547927","SIBLING","1977-06-13"
"91920716048","78330507049","SPOUSE","1997-08-15"
"78330507049","91920716048","SPOUSE","1997-08-15"
"31033648120","59751714009","SIBLING","1991-09-12"
"59751714009","31033648120","SIBLING","1991-09-12"
"40420065293","56114331635","SPOUSE","1999-03-01"
"56114331635","40420065293","SPOUSE","1999-03-01"
"98763483836","38071937576","SPOUSE","1999-08-12"
"38071937576","98763483836","SPOUSE","1999-08-12"
"43372943321","59095358444","SPOUSE","2015-01-15"
"59095358444","43372943321","SPOUSE","2015-01-15"
"77059742614","29575991766","PARENT","1997-02-19"
"29575991766","77059742614","OFFSPRING","1997-02-19"
"48975025162","79647009013","SIBLING","2005-05-30"
"79647009013","48975025162","SIBLING","2005-05-30"
"10005182911","24852189654","PARENT","1994-05-31"
"24852189654","10005182911","OFFSPRING","1994-05-31"
"99326640076","21309538674","SPOUSE","1989-05-01"
"21309538674","99326640076","SPOUSE","1989-05-01"
"25583863921","80480894934","PARENT","2011-10-16"
"80480894934","25583863921","OFFSPRING","2011-10-16"
"45452722689","77130062133","SPOUSE","1973-09-14"
"77130062133","45452722689","SPOUSE","1973-09-14"
"26819571140","33085092241","SPOUSE","1997-06-22"
"33085092241","26819571140","SPOUSE","1997-06-22"
"49366028526","46361093300","SIBLING","1999-09-05"
"46361093300","49366028526","SIBLING","1999-09-05"
"63737619012","29686723429","SIBLING","1988-03-13"
"29686723429","63737619012","SIBLING","1988-03-13"
"96775888754","40419877186","SIBLING","2005-06-02"
"40419877186","96775888754","SIBLING","2005-06-02"
"37357828067","90495526037","SPOUSE","1988-12-09"
"90495526037","37357828067","SPOUSE","1988-12-09"
"92963610292","54781252693","SIBLING","1975-02-26"
"54781252693","92963610292","SIBLING","1975-02-26"
"50555402936","94694352261","SIBLING","2010-08-22"
"94694352261","50555402936","SIBLING","2010-08-22"
"82520765245","78635378241","SPOUSE","1988-11-27"
"78635378241","82520765245","SPOUSE","1988-11-27"
"96302924693","77294204190","PARENT","1981-03-20"
"77294204190","96302924693","OFFSPRING","1981-03-20"
"55989805758","66067534391","SPOUSE","1975-09-04"
"66067534391","55989805758","SPOUSE","1975-09-04"
"44353667139","55762395059","SIBLING","1974-05-18"
"55762395059","44353667139","SIBLING","1974-05-18"
"40184375784","90633912844","SIBLING","1977-10-12"
"90633912844","40184375784","SIBLING","1977-10-12"
"49143413720","96655608513","SIBLING","2013-12-08"
"96655608513","49143413720","SIBLING","2013-12-08"
"77702140140","76120595667","PARENT","1972-10-21"
"76120595667","77702140140","OFFSPRING","1972-10-21"
"21833083094","72277843586","SPOUSE","1987-10-17"
"72277843586","21833083094","SPOUSE","1987-10-17"
"78108859009","14012998796","PARENT","1989-08-17"
"14012998796","78108859009","OFFSPRING","1989-08-17"
"66624142661","56643986868","SPOUSE","1980-11-19"
"56643986868","66624142661","SPOUSE","1980-11-19"
"63157612594","61400426416","SIBLING","1997-10-03"
"61400426416","63157612594","SIBLING","1997-10-03"
"91834625708","96563055821","PARENT","1996-08-07"
"96563055821","91834625708","OFFSPRING","1996-08-07"
"80688576950","51401840140","SPOUSE","1982-01-13"
"51401840140","80688576950","SPOUSE","1982-01-13"
"40414744880","99895521587","SPOUSE","2008-05-11"
"99895521587","40414744880","SPOUSE","2008-05-11"
"14931293946","28854277080","PARENT","2001-12-11"
"28854277080","14931293946","OFFSPRING","2001-12-11"
"84893261473","13532018969","SPOUSE","1986-05-30"
"13532018969","84893261473","SPOUSE","1986-05-30"
"19246450016","69878226371","SPOUSE","1994-12-23"
"69878226371","19246450016","SPOUSE","1994-12-23"
"59245777262","28481161692","SIBLING","1974-03-18"
"28481161692","59245777262","SIBLING","1974-03-18"
"63935305428","55116452236","PARENT","2000-03-22"
"55116452236","63935305428","OFFSPRING","2000-03-22"
"21967142815","69227290064","SPOUSE","2006-04-22"
"69227290064","21967142815","SPOUSE","2006-04-22"
"65885918328","18190258195","PARENT","2002-07-25"
"18190258195","65885918328","OFFSPRING","2002-07-25"
"31606240448","89663446311","PARENT","2007-12-01"
"89663446311","31606240448","OFFSPRING","2007-12-01"
"81320818442","85925958912","SIBLING","2008-11-12"
"85925958912","81320818442","SIBLING","2008-11-12"
"17980991103","58987432999","SIBLING","1976-06-02"
"58987432999","17980991103","SIBLING","1976-06-02"
"79511113007","39613729255","PARENT","2007-10-03"
"39613729255","79511113007","OFFSPRING","2007-10-03"
"40311332978","38065705677","SIBLING","1983-02-16"
"38065705677","40311332978","SIBLING","1983-02-16"
"40629863258","97315430442","SIBLING","2007-03-24"
"97315430442","40629863258","SIBLING","2007-03-24"
"26819571140","35361562253","SIBLING","1984-07-28"
"35361562253","26819571140","SIBLING","1984-07-28"
"62449664549","67949114178","SIBLING","1973-03-07"
"67949114178","62449664549","SIBLING","1973-03-07"
"29938610881","62331619217","PARENT","2006-04-25"
"62331619217","29938610881","OFFSPRING","2006-04-25"
"77130062133","10301254024","PARENT","2004-11-20"
"10301254024","77130062133","OFFSPRING","2004-11-20"
"51672753392","89074980297","SPOUSE","1987-12-26"
"89074980297","51672753392","SPOUSE","1987-12-26"
"24027239099","73253267966","SPOUSE","1992-06-21"
"73253267966","24027239099","SPOUSE","1992-06-21"
"14348922969","11836038130","SPOUSE","1983-01-19"
"11836038130","14348922969","SPOUSE","1983-01-19"
"93521750970","77679980477","SIBLING","2002-08-19"
"77679980477","93521750970","SIBLING","2002-08-19"
"93702786835","86820821443","SIBLING","1981-10-18"
"86820821443","93702786835","SIBLING","1981-10-18"
"19930930320","38065705677","SPOUSE","1979-11-17"
"38065705677","19930930320","SPOUSE","1979-11-17"
"23906347102","70951207289","SPOUSE","1973-12-31"
"70951207289","23906347102","SPOUSE","1973-12-31"
"27154331854","81334712777","SPOUSE","1997-12-26"
"81334712777","27154331854","SPOUSE","1997-12-26"
"16195526651","86383709117","PARENT","2018-04-26"
"86383709117","16195526651","OFFSPRING","2018-04-26"
"25530878240","57002986130","SIBLING","2001-12-04"
"57002986130","25530878240","SIBLING","2001-12-04"
"65095026552","33874185373","PARENT","1995-08-27"
"33874185373","65095026552","OFFSPRING","1995-08-27"
"38988478505","88700409281","PARENT","1991-10-03"
"88700409281","38988478505","OFFSPRING","1991-10-03"
"24397220603","40001166504","PARENT","1992-09-21"
"40001166504","24397220603","OFFSPRING","1992-09-21"
"94175624533","31732289837","SIBLING","1995-03-26"
"31732289837","94175624533","SIBLING","1995-03-26"
"97703612318","25118889334","SIBLING","2006-03-24"
"25118889334","97703612318","SIBLING","2006-03-24"
"53233735329","21317342607","SPOUSE","2000-10-19"
"21317342607","53233735329","SPOUSE","2000-10-19"
"33786959036","84053506267","PARENT","2014-01-07"
"84053506267","33786959036","OFFSPRING","2014-01-07"
"61195718193","19751840612","SIBLING","2011-01-26"
"19751840612","61195718193","SIBLING","2011-01-26"
"58908247404","43695383552","PARENT","2005-11-03"
"43695383552","58908247404","OFFSPRING","2005-11-03"
"46229494852","64162549918","SPOUSE","2000-09-08"
"64162549918","46229494852","SPOUSE","2000-09-08"
"25502963563","59282565539","PARENT","1976-11-07"
"59282565539","25502963563","OFFSPRING","1976-11-07"
"51131027676","76309497002","SIBLING","1991-02-06"
"76309497002","51131027676","SIBLING","1991-02-06"
"59624408131","80177399025","PARENT","2014-11-01"
"80177399025","59624408131","OFFSPRING","2014-11-01"
"70460030152","36637830395","SIBLING","1989-02-22"
"36637830395","70460030152","SIBLING","1989-02-22"
"93549021954","69456509700","PARENT","1988-07-26"
"69456509700","93549021954","OFFSPRING","1988-07-26"
"31866123279","86015335058","PARENT","1975-12-02"
"86015335058","31866123279","OFFSPRING","1975-12-02"
"85887864206","70042265954","PARENT","1979-03-07"
"70042265954","85887864206","OFFSPRING","1979-03-07"
"48912255240","17838045677","SPOUSE","2018-12-02"
"17838045677","48912255240","SPOUSE","2018-12-02"
"85088493666","85458746575","PARENT","1972-10-07"
"85458746575","85088493666","OFFSPRING","1972-10-07"
"64992423243","48473938023","SPOUSE","2017-06-29"
"48473938023","64992423243","SPOUSE","2017-06-29"
"38313606421","74349657424","PARENT","2005-05-22"
"74349657424","38313606421","OFFSPRING","2005-05-22"
"71751291427","57241837875","SPOUSE","1983-05-14"
"57241837875","71751291427","SPOUSE","1983-05-14"
"79289236234","91635851926","SIBLING","1987-05-20"
"91635851926","79289236234","SIBLING","1987-05-20"
"85744753167","26091458015","PARENT","2004-08-28"
"26091458015","85744753167","OFFSPRING","2004-08-28"
"38071937576","97044213574","SIBLING","1985-09-12"
"97044213574","38071937576","SIBLING","1985-09-12"
"43663539345","35231217606","SIBLING","2003-02-18"
"35231217606","43663539345","SIBLING","2003-02-18"
"89471462080","27882970984","SPOUSE","1970-07-05"
"27882970984","89471462080","SPOUSE","1970-07-05"
"10226516151","94979927313","SIBLING","2001-02-28"
"94979927313","10226516151","SIBLING","2001-02-28"
"41901162998","72585200461","PARENT","2012-10-21"
"72585200461","41901162998","OFFSPRING","2012-10-21"
"91789229329","99395456379","SIBLING","2009-10-18"
"99395456379","91789229329","SIBLING","2009-10-18"
"90223823980","65926524645","PARENT","1977-02-05"
"65926524645","90223823980","OFFSPRING","1977-02-05"
"22952986984","69425069800","SPOUSE","1981-12-03"
"69425069800","22952986984","SPOUSE","1981-12-03"
"62417783114","94618677046","SPOUSE","1991-11-14"
"94618677046","62417783114","SPOUSE","1991-11-14"
"51010991505","82154803815","PARENT","1978-07-23"
"82154803815","51010991505","OFFSPRING","1978-07-23"
"50204928644","42709453421","SIBLING","1994-09-04"
"42709453421","50204928644","SIBLING","1994-09-04"
"38534671689","39256839124","PARENT","2000-12-05"
"39256839124","38534671689","OFFSPRING","2000-12-05"
"89659785624","52926266919","SPOUSE","1974-09-18"
"52926266919","89659785624","SPOUSE","1974-09-18"
"72820467236","70687752755","SIBLING","2011-01-19"
"70687752755","72820467236","SIBLING","2011-01-19"
"25362833369","97938652535","PARENT","1998-05-03"
"97938652535","25362833369","OFFSPRING","1998-05-03"
"61898524104","35432487134","PARENT","1975-02-08"
"35432487134","61898524104","OFFSPRING","1975-02-08"
"73473157811","13210216422","PARENT","1978-06-19"
"13210216422","73473157811","OFFSPRING","1978-06-19"
"97109810323","26294746708","SPOUSE","2018-12-16"
"26294746708","97109810323","SPOUSE","2018-12-16"
"19930930320","73896712331","SIBLING","1987-05-13"
"73896712331","19930930320","SIBLING","1987-05-13"
"81800311638","81790664821","SPOUSE","1984-10-03"
"81790664821","81800311638","SPOUSE","1984-10-03"
"91180595645","75722064735","PARENT","1997-08-05"
"75722064735","91180595645","OFFSPRING","1997-08-05"
"20637618374","28376069279","SPOUSE","1973-03-09"
"28376069279","20637618374","SPOUSE","1973-03-09"
"63273218053","41270574266","SIBLING","1992-02-01"
"41270574266","63273218053","SIBLING","1992-02-01"
"34168636302","62953855869","PARENT","1976-08-06"
"62953855869","34168636302","OFFSPRING","1976-08-06"
"26115599652","54626369955","PARENT","1997-05-11"
"54626369955","26115599652","OFFSPRING","1997-05-11"
"41561756001","73473157811","SIBLING","2009-12-08"
"73473157811","41561756001","SIBLING","2009-12-08"
"63183406891","50166137067","SIBLING","2008-04-06"
"50166137067","63183406891","SIBLING","2008-04-06"
"80144315996","19958841746","PARENT","2000-08-21"
"19958841746","80144315996","OFFSPRING","2000-08-21"
"59038842573","87113091611","SPOUSE","2006-01-13"
"87113091611","59038842573","SPOUSE","2006-01-13"
"19963498485","93863635948","PARENT","2002-12-31"
"93863635948","19963498485","OFFSPRING","2002-12-31"
"13535109920","57632143386","SPOUSE","2013-09-07"
"57632143386","13535109920","SPOUSE","2013-09-07"
"75953476096","97548173011","SIBLING","2015-12-31"
"97548173011","75953476096","SIBLING","2015-12-31"
"47422649045","61906577829","SPOUSE","1992-04-10"
"61906577829","47422649045","SPOUSE","1992-04-10"
"80184259842","58364233419","SIBLING","2019-10-01"
"58364233419","80184259842","SIBLING","2019-10-01"
"35270815419","91102271413","PARENT","1971-11-26"
"91102271413","35270815419","OFFSPRING","1971-11-26"
"93716798099","75470390760","PARENT","1996-08-31"
"75470390760","93716798099","OFFSPRING","1996-08-31"
"42462988689","98758632278","SIBLING","1990-12-11"
"98758632278","42462988689","SIBLING","1990-12-11"
"31713025358","52968994725","SIBLING","1995-10-14"
"52968994725","31713025358","SIBLING","1995-10-14"
"20096340325","51251494645","PARENT","2018-04-13"
"51251494645","20096340325","OFFSPRING","2018-04-13"
"10301254024","16281191088","SIBLING","1979-07-13"
"16281191088","10301254024","SIBLING","1979-07-13"
"84939489446","62175498539","PARENT","2001-08-30"
"62175498539","84939489446","OFFSPRING","2001-08-30"
"78450827010","67477404552","SPOUSE","2017-05-04"
"67477404552","78450827010","SPOUSE","2017-05-04"
"77568818362","66418187950","PARENT","2015-11-01"
"66418187950","77568818362","OFFSPRING","2015-11-01"
"82828219615","55310372605","SPOUSE","1980-08-20"
"55310372605","82828219615","SPOUSE","1980-08-20"
"86929089705","15660832700","SIBLING","2013-01-11"
"15660832700","86929089705","SIBLING","2013-01-11"
"66575335169","91182905929","SIBLING","1981-12-20"
"91182905929","66575335169","SIBLING","1981-12-20"
"86708773919","42663440605","PARENT","1997-10-25"
"42663440605","86708773919","OFFSPRING","1997-10-25"
"57832469856","49662940936","SPOUSE","2006-07-05"
"49662940936","57832469856","SPOUSE","2006-07-05"
"92512148530","75025816018","PARENT","2002-04-14"
"75025816018","92512148530","OFFSPRING","2002-04-14"
"89072207921","55116452236","SIBLING","2000-11-15"
"55116452236","89072207921","SIBLING","2000-11-15"
"26294746708","25845459437","PARENT","1992-05-11"
"25845459437","26294746708","OFFSPRING","1992-05-11"
"79899393985","54844748066","SIBLING","2012-09-27"
"54844748066","79899393985","SIBLING","2012-09-27"
"85033258914","19131047229","SPOUSE","2015-12-07"
"19131047229","85033258914","SPOUSE","2015-12-07"
"99374205244","91180595645","PARENT","1973-01-09"
"91180595645","99374205244","OFFSPRING","1973-01-09"
"39982892044","93906385340","SIBLING","2013-12-13"
"93906385340","39982892044","SIBLING","2013-12-13"
"43149042962","47489436606","SPOUSE","2005-08-15"
"47489436606","43149042962","SPOUSE","2005-08-15"
"77746654054","11110905748","SIBLING","1973-11-12"
"11110905748","77746654054","SIBLING","1973-11-12"
"48808534417","34468791138","PARENT","1986-01-15"
"34468791138","48808534417","OFFSPRING","1986-01-15"
"92448358736","19874521856","PARENT","2008-07-23"
"19874521856","92448358736","OFFSPRING","2008-07-23"
"39851186262","55168479412","SIBLING","1978-10-18"
"55168479412","39851186262","SIBLING","1978-10-18"
"22407757400","83577405936","PARENT","1976-06-21"
"83577405936","22407757400","OFFSPRING","1976-06-21"
"13340352974","78148465257","PARENT","1978-02-04"
"78148465257","13340352974","OFFSPRING","1978-02-04"
"37837538927","69107392104","SIBLING","2008-02-06"
"69107392104","37837538927","SIBLING","2008-02-06"
"87051028057","76511521878","SIBLING","2009-06-16"
"76511521878","87051028057","SIBLING","2009-06-16"
"56529340679","95123825312","SPOUSE","2008-01-16"
"95123825312","56529340679","SPOUSE","2008-01-16"
"83184561776","26287749378","PARENT","2005-05-19"
"26287749378","83184561776","OFFSPRING","2005-05-19"
"41338844068","36230612373","SIBLING","2012-01-14"
"36230612373","41338844068","SIBLING","2012-01-14"
"13739733532","26598627233","SPOUSE","1990-07-18"
"26598627233","13739733532","SPOUSE","1990-07-18"
"65451267988","29396215364","SIBLING","1999-05-23"
"29396215364","65451267988","SIBLING","1999-05-23"
"27533178343","85416549010","PARENT","2012-03-14"
"85416549010","27533178343","OFFSPRING","2012-03-14"
"56331602861","33817432011","SIBLING","2009-10-28"
"33817432011","56331602861","SIBLING","2009-10-28"
"47333726496","85881959456","SPOUSE","1973-06-25"
"85881959456","47333726496","SPOUSE","1973-06-25"
"35052726322","19208117507","SIBLING","1986-03-20"
"19208117507","35052726322","SIBLING","1986-03-20"
"98165450272","81607478840","SIBLING","1996-10-19"
"81607478840","98165450272","SIBLING","1996-10-19"
"13400926670","82898891922","SPOUSE","1988-04-15"
"82898891922","13400926670","SPOUSE","1988-04-15"
"58469648379","45282383720","SPOUSE","1994-08-21"
"45282383720","58469648379","SPOUSE","1994-08-21"
"88412114227","94395208960","SIBLING","1996-03-06"
"94395208960","88412114227","SIBLING","1996-03-06"
"15706859744","33585180505","SPOUSE","1980-09-21"
"33585180505","15706859744","SPOUSE","1980-09-21"
"77568818362","74240412701","SPOUSE","1973-05-29"
"74240412701","77568818362","SPOUSE","1973-05-29"
"24802582439","94024951161","SPOUSE","1995-12-25"
"94024951161","24802582439","SPOUSE","1995-12-25"
"71843234472","98783243470","SIBLING","2007-02-11"
"98783243470","71843234472","SIBLING","2007-02-11"
"60864773322","65414902914","PARENT","1982-03-21"
"65414902914","60864773322","OFFSPRING","1982-03-21"
"72137976945","29136906964","PARENT","1987-06-12"
"29136906964","72137976945","OFFSPRING","1987-06-12"
"58984362696","54037171616","PARENT","2004-08-30"
"54037171616","58984362696","OFFSPRING","2004-08-30"
"71949904968","42484360748","SPOUSE","2019-11-24"
"42484360748","71949904968","SPOUSE","2019-11-24"
"62239543380","64421719072","PARENT","1982-12-16"
"64421719072","62239543380","OFFSPRING","1982-12-16"
"15131458022","23647893217","SPOUSE","1974-07-09"
"23647893217","15131458022","SPOUSE","1974-07-09"
"46823780405","35565804134","SIBLING","1999-09-05"
"35565804134","46823780405","SIBLING","1999-09-05"
"10012500836","21789713605","SPOUSE","1975-08-01"
"21789713605","10012500836","SPOUSE","1975-08-01"
"13144932110","95446008406","SIBLING","2002-08-08"
"95446008406","13144932110","SIBLING","2002-08-08"
"55217000151","39298626659","SPOUSE","2000-11-10"
"39298626659","55217000151","SPOUSE","2000-11-10"
"31220760809","62221874853","PARENT","1979-02-03"
"62221874853","31220760809","OFFSPRING","1979-02-03"
"57495277319","96552974130","PARENT","2014-04-17"
"96552974130","57495277319","OFFSPRING","2014-04-17"
"32346356658","82670786740","SPOUSE","2012-10-05"
"82670786740","32346356658","SPOUSE","2012-10-05"
"52201961948","12928848435","PARENT","2005-03-10"
"12928848435","52201961948","OFFSPRING","2005-03-10"
"67732979248","21807813334","PARENT","1999-02-05"
"21807813334","67732979248","OFFSPRING","1999-02-05"
"78146163452","57684355967","SIBLING","2004-05-26"
"57684355967","78146163452","SIBLING","2004-05-26"
"34099761829","56262928779","SIBLING","2015-05-01"
"56262928779","34099761829","SIBLING","2015-05-01"
"86938774800","54726855687","PARENT","1983-05-09"
"54726855687","86938774800","OFFSPRING","1983-05-09"
"34387485210","23033958932","SIBLING","1973-02-13"
"23033958932","34387485210","SIBLING","1973-02-13"
"82270038658","79809562854","SPOUSE","1983-03-24"
"79809562854","82270038658","SPOUSE","1983-03-24"
"96244439712","87699344052","PARENT","1987-10-25"
"87699344052","96244439712","OFFSPRING","1987-10-25"
"15812611532","24214150064","PARENT","1991-04-20"
"24214150064","15812611532","OFFSPRING","1991-04-20"
"92963610292","63935305428","SPOUSE","2009-06-13"
"63935305428","92963610292","SPOUSE","2009-06-13"
"86929089705","57262267637","SIBLING","1995-11-24"
"57262267637","86929089705","SIBLING","1995-11-24"
"12492493242","14887746642","SPOUSE","2006-01-14"
"14887746642","12492493242","SPOUSE","2006-01-14"
"47727849385","67894862415","PARENT","2015-04-25"
"67894862415","47727849385","OFFSPRING","2015-04-25"
"52741122411","46823780405","SPOUSE","1984-05-24"
"46823780405","52741122411","SPOUSE","1984-05-24"
"31945031833","96461822655","SIBLING","1994-06-10"
"96461822655","31945031833","SIBLING","1994-06-10"
"39851186262","55056596601","SIBLING","1982-11-20"
"55056596601","39851186262","SIBLING","1982-11-20"
"41418586073","47620635433","SPOUSE","1988-12-08"
"47620635433","41418586073","SPOUSE","1988-12-08"
"54183211852","69232377513","SIBLING","1982-05-18"
"69232377513","54183211852","SIBLING","1982-05-18"
"22153265309","44462680644","SIBLING","2003-12-17"
"44462680644","22153265309","SIBLING","2003-12-17"
"62826861809","25196627458","SPOUSE","1978-01-18"
"25196627458","62826861809","SPOUSE","1978-01-18"
"56496744360","81813094777","SIBLING","1971-07-22"
"81813094777","56496744360","SIBLING","1971-07-22"
"31082656331","29824024785","PARENT","1975-01-22"
"29824024785","31082656331","OFFSPRING","1975-01-22"
"22791161840","71024741799","SIBLING","2019-06-15"
"71024741799","22791161840","SIBLING","2019-06-15"
"96599763497","56540062610","PARENT","1989-09-11"
"56540062610","96599763497","OFFSPRING","1989-09-11"
"66183041648","70898526818","SPOUSE","2010-03-22"
"70898526818","66183041648","SPOUSE","2010-03-22"
"61629676901","25645540708","SIBLING","2019-12-03"
"25645540708","61629676901","SIBLING","2019-12-03"
"62175498539","43137704571","SPOUSE","1977-08-04"
"43137704571","62175498539","SPOUSE","1977-08-04"
"81893392129","81483401528","SPOUSE","1980-02-12"
"81483401528","81893392129","SPOUSE","1980-02-12"
"71050928000","74898927766","SIBLING","1977-09-05"
"74898927766","71050928000","SIBLING","1977-09-05"
"14090503374","42028199547","SIBLING","1971-02-20"
"42028199547","14090503374","SIBLING","1971-02-20"
"24941009919","23840495306","SIBLING","1974-02-13"
"23840495306","24941009919","SIBLING","1974-02-13"
"66483842372","18122402261","SPOUSE","1994-05-14"
"18122402261","66483842372","SPOUSE","1994-05-14"
"60906703601","18750261768","SPOUSE","2008-01-24"
"18750261768","60906703601","SPOUSE","2008-01-24"
"85033258914","81753574651","SPOUSE","2015-02-02"
"81753574651","85033258914","SPOUSE","2015-02-02"
"84457778893","46515399453","PARENT","1986-10-27"
"46515399453","84457778893","OFFSPRING","1986-10-27"
"99804486048","33277075469","SPOUSE","1996-10-26"
"33277075469","99804486048","SPOUSE","1996-10-26"
"43442217213","12162149109","PARENT","1983-12-09"
"12162149109","43442217213","OFFSPRING","1983-12-09"
"99447518887","36284611298","SIBLING","1980-06-21"
"36284611298","99447518887","SIBLING","1980-06-21"
"98554671287","93158213055","SIBLING","2001-04-30"
"93158213055","98554671287","SIBLING","2001-04-30"
"37804772296","60614585003","SPOUSE","2007-06-09"
"60614585003","37804772296","SPOUSE","2007-06-09"
"22527408450","29933896335","PARENT","1985-10-08"
"29933896335","22527408450","OFFSPRING","1985-10-08"
"63687630510","69102708547","PARENT","2013-03-17"
"69102708547","63687630510","OFFSPRING","2013-03-17"
"75978770233","86461781125","SPOUSE","2016-07-06"
"86461781125","75978770233","SPOUSE","2016-07-06"
"26115599652","51266494415","PARENT","1997-03-24"
"51266494415","26115599652","OFFSPRING","1997-03-24"
"13168847180","69667567579","PARENT","1974-01-24"
"69667567579","13168847180","OFFSPRING","1974-01-24"
"30497126019","83855516495","PARENT","2012-10-18"
"83855516495","30497126019","OFFSPRING","2012-10-18"
"26290979870","59749890438","SIBLING","1972-07-20"
"59749890438","26290979870","SIBLING","1972-07-20"
"22555225751","39364180686","PARENT","2010-07-29"
"39364180686","22555225751","OFFSPRING","2010-07-29"
"34916755002","53164330562","SIBLING","1990-09-20"
"53164330562","34916755002","SIBLING","1990-09-20"
"50437645870","84973953591","SPOUSE","1981-05-17"
"84973953591","50437645870","SPOUSE","1981-05-17"
"61096501116","76655235263","SPOUSE","1993-11-09"
"76655235263","61096501116","SPOUSE","1993-11-09"
"84302737791","92733327204","PARENT","1986-04-03"
"92733327204","84302737791","OFFSPRING","1986-04-03"
"43076215945","71136562353","SPOUSE","2000-09-04"
"71136562353","43076215945","SPOUSE","2000-09-04"
"98442074548","39256839124","SIBLING","2008-08-05"
"39256839124","98442074548","SIBLING","2008-08-05"
"90892432765","54245561735","PARENT","2002-07-27"
"54245561735","90892432765","OFFSPRING","2002-07-27"
"94019197728","75813698135","PARENT","1999-02-25"
"75813698135","94019197728","OFFSPRING","1999-02-25"
"14931293946","21317342607","SPOUSE","2008-09-23"
"21317342607","14931293946","SPOUSE","2008-09-23"
"56149578084","91174906368","SPOUSE","2015-11-22"
"91174906368","56149578084","SPOUSE","2015-11-22"
"54234937601","63687630510","SIBLING","1981-08-18"
"63687630510","54234937601","SIBLING","1981-08-18"
"20249793614","17838045677","SIBLING","2004-12-27"
"17838045677","20249793614","SIBLING","2004-12-27"
"99804486048","38534827979","SPOUSE","1989-09-30"
"38534827979","99804486048","SPOUSE","1989-09-30"
