"from","to","transaction_id","date","amount"
"860622","197705","252099","2008-01-05","466849000"
"663354","479289","900974","2001-08-08","760691000"
"822546","736748","791551","1982-08-17","425596000"
"640923","939242","191194","1989-01-21","20754000"
"201513","413239","179634","1990-05-03","788959000"
"710739","522704","644802","2018-02-24","810976000"
"147576","276185","849753","2011-04-15","4684000"
"730451","572253","795530","2009-06-03","6150000"
"721511","520124","867870","2004-04-03","460926000"
"519722","491934","961699","2006-12-07","498257000"
"314797","953997","332669","1994-06-14","483983000"
"241261","242114","274268","2011-05-26","12185000"
"298424","434421","371932","1993-08-15","812829000"
"128985","223595","783637","1994-06-30","577719000"
"221044","786552","394898","1982-04-03","256220000"
"799624","613515","134601","1976-04-08","436345000"
"314153","295385","995546","1975-08-24","804174000"
"162597","688569","825267","2000-11-10","868521000"
"955682","759264","870141","2000-11-22","362456000"
"994931","867689","420864","1970-08-20","590573000"
"354406","203456","283846","1988-02-25","435968000"
"497127","406599","576818","1988-01-24","560371000"
"883272","255104","772398","1989-11-24","194348000"
"912613","643358","333300","1971-04-16","171427000"
"441316","328901","251879","1975-02-16","819067000"
"901688","717288","616654","2018-12-18","302204000"
"283010","363649","664529","2005-01-27","909206000"
"505210","906384","213794","2016-01-02","406123000"
"732074","730922","595000","1983-11-15","293430000"
"340715","780577","839146","2010-12-13","785494000"
"201108","988961","284342","1970-05-03","941853000"
"954381","341311","860485","1981-01-27","250193000"
"147020","839295","370905","2007-10-10","883644000"
"311242","499019","225277","1972-07-31","633054000"
"269793","652741","355606","1996-10-18","677906000"
"992471","772933","931337","1970-05-29","207312000"
"559035","269963","173474","1990-11-20","510565000"
"510865","227171","605604","1992-05-28","274683000"
"734859","906875","351557","2005-10-17","633825000"
"895799","753011","274611","1972-01-09","500950000"
"581464","787720","833347","1980-10-23","681987000"
"206865","996901","849626","2015-05-18","190197000"
"628602","482464","265998","1988-12-14","66986000"
"890577","719078","778746","2018-10-06","556448000"
"931196","744097","452461","1985-06-27","886128000"
"868181","242199","104117","1995-06-14","297674000"
"798121","386481","529698","1972-02-17","649799000"
"483946","763324","208080","1990-01-08","898853000"
"482710","782864","491814","1995-10-06","548332000"
"373054","256949","897367","2013-11-14","206915000"
"915620","537915","893124","1998-02-01","655063000"
"299461","916596","465981","1994-06-05","795553000"
"687672","826082","914785","1995-02-17","938211000"
"939449","979363","806008","2008-12-31","789794000"
"910338","652741","800236","1993-05-14","80071000"
"612110","649923","991273","2016-12-11","200177000"
"316393","400346","953921","1980-01-04","948119000"
"256003","555713","816378","1972-11-21","986109000"
"241241","741503","209924","2002-06-09","900081000"
"324844","141273","513849","2005-01-11","111920000"
"127678","362485","336090","2003-11-27","309185000"
"712901","437940","365511","1977-12-20","926234000"
"939021","600735","801557","2007-11-29","587334000"
"697380","140094","893919","2019-12-30","553031000"
"904868","286657","475491","1973-12-11","666095000"
"926023","383949","982001","1985-09-28","913417000"
"131038","544956","857058","2008-02-25","505662000"
"301766","169176","667455","2011-05-06","240108000"
"556511","405917","802636","2006-05-28","636069000"
"490872","748432","506949","2016-01-03","272188000"
"207883","489974","367641","1980-10-02","528582000"
"996698","961953","224271","1991-12-02","431406000"
"235478","861083","531767","1994-07-16","459479000"
"631805","847334","709291","2019-12-23","924495000"
"323052","417806","951038","1981-08-27","797719000"
"776913","913220","631565","1977-01-19","439819000"
"345750","897671","864647","2009-02-25","730287000"
"929453","752468","592395","2004-02-05","549487000"
"122196","730031","754058","1998-06-07","41598000"
"586186","274742","345074","1979-01-27","535420000"
"468598","455539","201031","1997-04-07","585123000"
"716546","320773","216122","1971-05-09","741806000"
"884453","514752","758963","1991-12-12","647846000"
"739032","759451","783911","2011-07-13","221376000"
"466130","244168","655253","1972-03-15","610984000"
"913529","831707","379489","2011-06-14","675134000"
"925529","878476","855424","2001-04-07","688405000"
"944075","826593","992202","1978-11-19","340179000"
"141876","728800","289958","1976-06-05","822022000"
"245933","278241","896569","1983-11-29","501664000"
"705785","887456","168943","1988-10-11","179831000"
"542067","395987","960278","1973-07-25","707662000"
"358005","192189","174891","2005-11-21","872788000"
"517450","375218","753239","1986-01-31","478230000"
"940263","102857","452287","2015-08-30","207465000"
"537642","881282","291023","2006-06-20","124038000"
"373559","367494","282892","2007-05-14","421971000"
"803915","442539","434404","2015-11-17","19018000"
"582906","310295","760783","1983-05-08","610593000"
"745155","159032","365556","1977-12-18","112040000"
"834074","108472","231453","2001-10-27","46354000"
"876524","564310","216436","1978-12-24","351850000"
"291003","400778","984708","1978-12-03","91088000"
"376592","424161","774472","1983-03-28","378484000"
"475306","294952","898214","1970-08-13","119958000"
"286316","821288","475970","1992-02-25","463234000"
"969397","207891","668877","1972-02-23","986534000"
"828065","395746","869609","2004-12-03","106243000"
"477560","509782","915046","2016-01-11","916601000"
"785664","889612","139232","1987-02-20","827599000"
"101959","747079","641883","2013-09-26","814656000"
"324844","975588","106551","1975-05-21","690931000"
"805074","907309","256307","1983-09-14","120438000"
"486118","358044","202871","1995-05-17","736076000"
"798805","469252","697870","1986-06-18","179396000"
"741902","818746","291143","2007-08-11","507827000"
"320492","334386","571324","1981-02-10","927044000"
"183524","822319","742325","1987-03-06","279124000"
"582141","317647","414422","2013-11-03","299697000"
"407260","871796","616677","1998-01-08","836695000"
"959954","226511","557548","1979-01-22","443126000"
"529160","556196","733043","2002-01-24","425102000"
"368485","641511","719115","2005-11-10","491358000"
"811163","699782","766906","1976-04-19","521834000"
"150473","816444","549052","1987-07-30","870006000"
"591000","358903","354426","1981-02-12","907872000"
"674837","632049","698009","2017-10-18","492694000"
"941425","839695","121062","2004-10-11","214082000"
"493051","907296","752717","2014-05-09","994652000"
"862499","360468","156991","1990-07-12","481988000"
"368379","440281","101200","2004-01-27","398400000"
"100908","486465","755104","1985-05-15","628116000"
"458116","312853","216808","2018-09-23","926844000"
"895036","102133","806613","2008-11-15","38388000"
"795936","808737","814779","1996-11-14","78515000"
"716247","474916","601476","1996-06-29","83086000"
"895036","430305","244684","1988-11-24","139728000"
"762461","289920","992213","1981-07-07","412252000"
"397755","440078","788285","1971-06-28","906215000"
"503353","519547","770391","2006-12-04","917395000"
"421489","248535","147979","2016-03-31","249186000"
"662967","770462","241370","2018-01-28","839341000"
"264603","218110","125938","2007-10-09","318457000"
"440993","688346","188367","1979-03-28","588052000"
"568808","935248","264355","2011-11-03","503324000"
"767645","694995","150153","1973-11-03","119362000"
"921605","136026","287316","2011-05-16","441341000"
"663490","150789","297480","1986-04-18","82478000"
"267614","575732","986107","1971-12-11","279365000"
"254221","944606","549595","2002-10-02","71609000"
"135257","499123","627500","1995-02-03","82368000"
"940906","788815","754440","2015-07-01","621455000"
"198688","542430","230386","2002-08-27","47278000"
"928797","716500","310565","1975-04-14","141831000"
"541605","627284","971941","2005-04-16","629394000"
"236537","502210","149776","1982-06-10","299664000"
"649447","825404","608857","1973-02-27","801241000"
"747079","789053","262349","1973-02-27","314982000"
"900823","173742","748734","1982-03-18","798294000"
"466492","417332","250736","1972-10-21","757610000"
"460574","641819","288288","2002-04-13","687146000"
"560921","954611","355037","1985-07-02","140851000"
"628783","851379","790584","1990-03-01","182467000"
"837465","431112","164952","1980-07-29","693350000"
"502674","203456","249187","1981-04-12","438095000"
"700004","407240","863380","1977-10-13","273544000"
"412214","733583","326586","2001-10-08","555399000"
"381119","892482","365080","1992-11-17","160762000"
"532254","523482","402946","2002-03-12","36696000"
"340624","988961","830650","1993-01-07","430981000"
"772881","568689","456555","1979-12-18","691074000"
"970003","334622","201494","2007-07-12","462418000"
"667087","427059","721212","1980-09-07","123625000"
"368236","772543","770694","1988-01-08","418306000"
"326194","453487","642374","1988-06-15","977314000"
"688569","757061","898146","2017-09-02","225476000"
"578162","672404","281071","2010-09-22","986671000"
"773761","534334","379727","2015-07-28","583738000"
"480653","630027","909483","2013-03-21","193781000"
"783049","941276","446268","1977-03-05","359100000"
"243965","294389","313214","2012-10-09","827400000"
"915746","397516","253311","1982-11-19","63348000"
"192189","725707","711790","2008-06-12","351347000"
"147870","913069","561824","1976-08-12","478835000"
"363744","791341","347462","1985-01-11","436610000"
"251226","477219","632580","1980-07-27","282178000"
"173004","210469","320636","2016-02-17","215638000"
"550632","704584","906088","1970-01-03","359441000"
"282337","608947","562451","2002-06-09","173665000"
"146752","485967","245148","2005-08-29","710219000"
"588343","360899","533008","2018-10-03","635710000"
"645876","944075","168386","2008-04-14","417225000"
"816603","154432","976702","2017-04-13","471499000"
"700487","418131","631407","1989-08-30","747736000"
"185633","572613","554011","1986-01-20","99663000"
"950640","206174","952734","2005-02-05","30339000"
"831614","600564","176412","1981-09-18","468622000"
"283369","843646","328588","2009-12-05","295446000"
"221323","616803","927008","2002-02-27","758286000"
"293749","621488","237504","1999-06-09","52608000"
"320324","490009","102354","2005-06-03","849829000"
"215104","520183","338153","2015-11-16","428656000"
"280210","826593","773032","1972-05-19","200910000"
"914736","130667","200620","2003-12-13","574905000"
"490343","799269","302081","1985-08-16","226237000"
"395045","257347","158488","1985-10-01","319850000"
"500995","394361","250334","2006-02-21","921384000"
"345041","166636","955144","1990-02-12","313255000"
"124261","481382","304507","1975-01-08","762315000"
"836788","955367","231371","1978-01-27","391730000"
"834232","652809","908999","1971-09-25","907111000"
"216268","279486","287595","1975-08-29","410336000"
"597419","636686","133840","2006-01-27","235781000"
"170908","780780","721567","2018-08-18","734565000"
"165473","322187","138454","1971-03-27","910969000"
"337069","832757","267040","2016-05-01","576364000"
"839781","930781","187483","1977-01-01","391487000"
"455268","911273","203708","2005-11-11","363801000"
"554047","435822","751629","1985-04-26","870522000"
"259338","160705","811705","1972-02-20","86307000"
"801820","481231","512253","2012-05-17","738124000"
"368533","878579","173600","1992-08-30","754231000"
"441018","412813","337860","1997-12-16","433699000"
"873837","902015","611393","1990-11-27","595086000"
"130720","478327","488129","1987-08-08","480919000"
"829170","957174","941749","1999-09-03","406091000"
"604511","660759","776615","1987-06-19","800983000"
"826424","866512","611370","2003-10-18","626747000"
"307520","490261","945000","1998-06-20","275587000"
"508197","543959","739864","1994-01-06","600792000"
"456740","812737","832889","1977-10-07","844240000"
"778427","441928","706206","1984-06-30","423569000"
"418372","240785","805366","1993-07-06","364133000"
"137290","348029","336949","1988-04-26","637055000"
"307520","692891","805231","2015-10-11","356201000"
"429007","179502","959011","2012-05-18","88822000"
"805759","973337","767884","1981-07-05","169421000"
"124104","926171","896277","2002-08-07","773677000"
"701674","550763","210977","2004-12-25","856693000"
"663709","468458","701801","1979-03-19","336670000"
"332937","268319","735685","2009-11-28","281496000"
"212132","822834","766358","1993-07-16","265003000"
"217034","450448","732662","1973-11-17","224714000"
"741918","341874","314312","1977-12-15","160507000"
"795192","225632","681224","2015-12-18","346405000"
"147589","979617","451704","1985-03-14","751283000"
"616840","757608","946174","2005-10-30","437878000"
"527057","655104","846018","2019-05-21","872231000"
"701327","827556","194561","1981-12-24","270934000"
"794109","424650","441553","2000-07-27","771780000"
"203538","214518","533863","1977-06-11","438615000"
"989891","655997","854725","2001-10-17","102748000"
"312224","521304","723703","1990-03-23","252962000"
"735743","415353","771229","2008-10-26","128531000"
"220234","444174","562838","2012-04-03","899802000"
"771127","345161","119936","1976-04-01","921986000"
"586803","558251","565677","1988-01-30","299011000"
"822546","922381","449095","2001-10-03","149029000"
"212368","558514","529196","2000-03-12","396440000"
"902212","652809","727917","1979-08-29","373375000"
"430018","504298","525333","2000-05-08","735269000"
"540942","610829","639635","1984-08-29","606398000"
"558775","559322","339933","1993-08-17","857074000"
"526433","335445","765115","2015-05-12","575749000"
"450970","302855","336987","1986-05-07","515714000"
"335058","478629","323823","2017-04-05","204884000"
"883182","830484","929063","1984-11-18","17260000"
"330529","985969","989121","1974-04-11","602316000"
"206200","617000","454021","1974-05-09","955711000"
"727393","652919","638255","1982-06-24","270569000"
"378845","783650","737880","1970-09-24","482652000"
"930579","476412","145072","1988-01-16","527140000"
"205723","826425","130034","2008-05-20","816261000"
"695398","584491","645621","2012-07-03","780259000"
"691622","515236","786805","1974-12-26","955419000"
"166898","428887","474284","1974-11-09","309256000"
"928959","224889","765518","1984-10-03","309749000"
"962872","374273","791662","1998-10-02","293706000"
"657568","636354","936359","1994-07-20","764992000"
"120607","153478","689329","1991-07-10","767454000"
"554187","361459","195332","1976-04-30","480303000"
"660249","906673","704170","2015-03-05","224974000"
"486922","630269","336210","1972-10-05","776637000"
"575391","232699","754311","2000-08-24","666778000"
"984216","203516","411547","1971-10-15","353760000"
"744355","803586","524119","1970-12-19","966322000"
"972351","323236","848933","2002-03-27","712128000"
"526433","325539","727217","2019-02-10","361492000"
"850715","335114","631968","1988-09-28","916349000"
"871109","562971","166467","2017-10-10","130410000"
"688690","173454","758802","2016-09-20","387905000"
"185413","706298","889340","1990-12-24","235315000"
"138896","927000","756384","1977-08-17","466057000"
"955884","964155","912598","2012-07-06","884230000"
"487836","470907","978524","1974-01-03","92566000"
"697564","632629","140180","1989-05-31","46702000"
"129453","997987","433649","1977-02-26","286874000"
"470735","887757","379263","1991-03-23","803036000"
"456740","814185","958595","1991-05-31","256293000"
"268405","630915","833284","2000-04-19","343574000"
"280371","727038","780099","2010-09-08","427209000"
"442359","995971","378473","1982-01-31","564072000"
"501520","213071","529606","2006-12-12","243116000"
"442503","110950","999867","2008-02-08","489103000"
"161327","789711","675871","2005-08-12","939563000"
"310564","274684","559391","1977-09-09","61683000"
"575163","886820","218963","2013-06-25","773607000"
"950429","978484","287905","1991-10-31","470259000"
"143595","823914","329040","2015-07-01","539462000"
"880027","194849","698911","1981-12-02","153199000"
"556418","117953","540969","1997-04-10","238956000"
"805759","535016","201742","2010-12-14","281667000"
"511074","722679","601760","1975-08-16","195021000"
"118332","808516","156007","1975-09-05","895329000"
"500002","982131","725006","2014-03-06","655068000"
"732288","828547","485999","1997-01-12","505343000"
"552179","235194","181312","1984-11-16","886659000"
"927514","333270","191745","1972-07-30","48467000"
"644213","310550","234271","1994-10-22","677462000"
"693237","969730","545402","1970-07-03","419142000"
"205883","328871","625619","1990-06-12","605663000"
"903574","189812","469643","2010-12-11","449072000"
"665061","251472","174949","1995-05-20","504022000"
"149249","787281","796594","1999-04-04","225178000"
"154656","294676","865738","1991-07-14","43629000"
"972655","558811","309098","1999-08-19","34117000"
"990601","779886","722209","1973-02-26","948562000"
"245556","281104","422712","1980-11-03","181442000"
"669813","526162","626619","2006-06-18","131099000"
"214317","303238","633851","1989-04-13","554067000"
"981422","136026","187776","1997-09-01","502608000"
"728331","747850","649145","2019-01-04","614500000"
"856402","211608","515070","1972-05-11","35901000"
"713128","638901","373001","1982-09-17","867694000"
"679501","750002","144819","1985-11-23","85074000"
"300577","298764","470407","1994-02-01","737997000"
"295633","522834","860982","2000-10-31","685845000"
"949767","206400","893531","2000-10-21","82006000"
"597925","886838","718418","1994-04-06","871286000"
"957855","845138","510462","1998-03-16","443136000"
"882731","229634","362663","1983-10-05","195328000"
"238827","218151","510971","1978-09-12","528760000"
"152690","239426","460184","1984-01-29","698432000"
"341859","863943","543667","1996-05-26","19593000"
"706911","227171","556899","1971-03-28","541130000"
"828581","158295","757690","1991-01-04","693002000"
"737493","596133","119213","2002-08-22","219866000"
"668362","355324","747153","1973-11-15","228387000"
"722388","545612","668194","1975-04-16","980093000"
"435206","364327","500346","1971-01-13","652201000"
"594880","490021","555706","1985-09-25","168367000"
"235194","525885","534634","1975-11-18","631769000"
"690158","484505","384154","1981-12-20","138079000"
"788813","276432","761232","2006-09-26","907512000"
"696913","903126","292765","2007-07-01","289262000"
"491934","321660","396917","1976-03-07","120525000"
"996121","316231","787788","2010-09-02","994360000"
"664734","873735","426062","1992-01-30","535378000"
"521306","801969","437827","2012-07-08","145673000"
"644100","534387","123242","1992-10-23","956086000"
"298424","802660","147930","1977-06-28","122067000"
"754264","395987","830986","2019-11-09","65321000"
"896504","993304","802992","2014-10-19","112336000"
"675624","376617","783577","1981-11-07","357978000"
"783650","281119","105755","1997-02-27","103124000"
"429007","717190","576997","1995-11-18","907708000"
"958731","879640","778284","2006-03-08","990966000"
"677887","310078","890048","1996-11-04","461839000"
"887805","821926","654969","1978-08-13","982103000"
"190513","212172","262032","1986-11-08","767053000"
"844125","721414","887692","1982-06-09","552036000"
"547970","920945","328885","2019-08-08","890389000"
"483843","881321","422010","1976-07-21","454892000"
"708122","290530","371574","2004-10-23","31576000"
"776533","230274","974999","1992-04-01","273810000"
"263652","809687","713080","1994-02-24","395757000"
"189812","274940","651682","1986-10-14","927796000"
"556950","809701","193722","1971-06-23","246179000"
"412813","756159","327296","2018-05-13","406160000"
"351311","132409","632053","1980-07-19","627358000"
"268598","343660","678553","2012-07-13","926328000"
"984068","511125","474865","2019-12-23","558722000"
"760986","910809","718162","2013-01-30","717696000"
"736748","222896","396673","1970-10-14","912212000"
"677050","377296","349612","1997-11-15","892920000"
"247508","700625","644379","2004-04-20","95368000"
"554547","633226","801101","1978-01-13","213786000"
"160148","682256","606107","1980-06-30","357993000"
"264347","604720","244898","2009-05-04","90250000"
"411887","921874","719265","2016-07-01","408798000"
"218855","132712","939734","1998-07-18","120801000"
"337069","474934","357980","2014-08-23","602846000"
"532116","464470","401860","1970-12-11","335531000"
"294822","989885","209991","1976-09-11","868104000"
"977901","682247","607169","1989-11-01","506289000"
"387238","159009","840572","1993-12-02","417013000"
"248748","239369","538430","1998-06-13","51500000"
"808288","712371","328896","2016-08-18","525457000"
"177514","323240","243328","2006-11-22","532236000"
"122843","932225","149157","1978-02-17","84779000"
"472925","430031","767960","2002-03-05","912199000"
"636354","977348","798523","1980-01-03","858606000"
"606725","193710","767726","1975-08-27","868359000"
"687508","546114","700714","2012-05-11","844481000"
"802658","145164","962229","2008-08-15","788705000"
"212445","761328","995533","2006-11-08","552061000"
"455539","451478","225755","1997-06-19","292970000"
"837262","639255","371716","2001-06-07","445751000"
"305431","497594","736418","1977-06-24","935568000"
"159831","691443","279586","1977-12-21","860242000"
"788001","655389","843407","2004-04-14","278715000"
"675488","575623","810250","2015-07-18","26434000"
"687633","885069","370345","1986-09-04","721294000"
"337276","934043","861009","1981-02-08","765150000"
"301676","134222","811149","2012-06-01","248466000"
"480980","988181","821209","2019-06-29","603000000"
"599135","517091","398969","1972-05-23","319002000"
"634327","221231","693242","1989-05-07","521361000"
"143595","624860","289127","2009-09-18","244741000"
"410792","736104","661044","1984-05-18","608132000"
"147397","770245","458666","1991-11-24","918879000"
"368792","410317","677305","1987-03-24","9227000"
"538903","810570","642222","2018-12-10","124032000"
"137651","854448","351730","1986-11-27","658025000"
"934610","372573","647277","1989-11-16","197587000"
"398303","904868","710170","1972-06-29","373672000"
"260396","814588","991451","1985-10-12","603230000"
"377459","215122","190305","1987-01-06","334832000"
"994737","615826","545126","1995-11-17","767958000"
"603415","368236","935639","2001-10-29","277675000"
"247508","364562","323811","2005-09-07","246726000"
"732729","538903","216459","1984-10-09","881400000"
"741918","160989","908092","1993-11-14","593500000"
"609684","635264","299522","2009-04-09","327522000"
"554472","964093","903106","2009-01-24","382777000"
"239123","998973","249969","2002-05-02","24213000"
"632500","903178","581696","1976-01-03","924555000"
"526377","857024","800688","1977-04-29","886769000"
"187840","552179","561893","1984-04-16","729094000"
"365154","697206","597824","1973-01-07","928712000"
"216336","629693","923922","2006-08-09","911803000"
"941843","203772","432099","2018-10-03","302965000"
"739434","788001","928322","1977-04-18","275590000"
"220172","615726","254381","1989-12-02","680334000"
"596133","613830","540910","1994-02-20","774533000"
"430031","264426","672772","1975-10-04","547386000"
"266983","304787","553758","2002-10-23","953471000"
"218428","147335","344873","1995-04-10","796641000"
"142270","927514","222071","2012-08-02","432068000"
"542430","486465","236246","2018-12-18","253789000"
"351326","715491","157167","2014-11-09","668456000"
"487164","766207","848261","2004-06-07","368682000"
"433804","332483","576958","1973-06-30","202727000"
"335527","151171","610917","2004-09-04","469970000"
"742297","595574","311731","1987-11-14","856314000"
"630871","197693","984133","1974-05-03","772848000"
"385999","582701","892804","2019-05-07","900836000"
"188443","780876","630732","1988-03-09","843471000"
"591117","532555","561120","1981-05-29","805249000"
"798494","667142","570128","2019-12-13","574305000"
"158271","524416","677748","2015-03-15","347486000"
"778455","316231","869680","2004-01-31","757599000"
"940989","841540","940752","2011-06-30","667256000"
"606372","424743","454714","1995-05-09","428662000"
"408127","828003","671852","2013-11-29","50905000"
"720068","584491","206784","1984-11-29","356050000"
"239058","298725","453106","1980-03-01","525538000"
"520652","390314","331149","2001-05-04","277374000"
"926389","220330","513481","2009-03-08","106697000"
"355648","212289","588025","1972-05-17","138440000"
"137870","480469","956451","1990-01-11","870193000"
"628984","640764","213852","2006-04-27","302692000"
"267071","382099","249766","2001-06-26","683392000"
"938703","288869","916914","2012-02-07","920318000"
"492641","490009","377286","2017-01-11","887769000"
"712371","352128","800237","2014-06-23","901515000"
"140497","950522","772545","1975-03-21","185711000"
"201902","753546","947013","1976-05-12","994152000"
"566636","976370","272054","1990-08-10","526771000"
"406443","545672","919353","1982-04-12","974056000"
"320525","423501","367821","1973-03-19","89483000"
"653925","840794","248270","2010-03-04","557590000"
"531282","354956","516204","1983-09-26","784063000"
"229607","606372","159408","1990-07-20","857788000"
"927589","199290","392876","1981-03-30","905148000"
"598122","844714","565398","2017-05-13","356898000"
"677442","395894","531184","2012-05-10","573706000"
"346766","970622","425149","2013-01-27","5406000"
"746739","861083","491090","1976-09-26","969526000"
"853395","594571","516734","1989-02-19","283617000"
"876772","931250","748983","1993-09-08","186475000"
"903862","558406","913264","2010-04-03","524399000"
"585600","369007","669654","1993-01-15","328889000"
"747844","884737","833629","1993-12-25","392769000"
"905300","237190","384729","1977-11-13","976847000"
"218855","580454","479011","2011-02-09","407056000"
"726372","101136","346361","1983-12-21","118014000"
"873156","323830","415320","1972-03-20","891585000"
"148998","136853","916020","2009-03-09","629744000"
"707865","356967","484096","1979-04-23","723785000"
"431101","545948","631694","1974-07-09","819740000"
"747720","294567","128741","2000-11-27","734807000"
"788655","512649","380612","1985-12-16","919720000"
"974533","930549","368969","1992-09-23","390480000"
"279141","337930","265231","2008-08-14","364294000"
"701302","128819","188466","2017-10-12","582031000"
"117619","259850","602334","2016-09-04","750312000"
"446272","488582","494421","1987-01-14","149901000"
"132466","526377","713903","1974-08-05","756098000"
"765898","317570","882438","2013-09-05","706650000"
"803117","306874","167132","1984-01-28","958159000"
"712715","727811","117483","2007-02-09","975560000"
"732368","987921","500242","1982-11-10","710754000"
"660277","479243","780095","1990-06-30","640413000"
"965462","944552","577168","2002-02-15","122340000"
"396047","304534","575823","1982-02-18","361487000"
"495931","302855","154244","1997-05-06","164357000"
"251756","191011","193245","2013-04-12","556777000"
"540086","996575","782302","1991-08-07","829778000"
"376253","421261","880052","1991-09-07","753444000"
"174677","762251","768243","2005-01-03","486532000"
"174677","459666","656879","1995-07-24","376507000"
"467253","921874","189531","1973-05-27","906966000"
"742072","519766","175005","1993-09-15","189297000"
"770403","136053","252916","2017-04-15","636301000"
"709474","450388","826993","1995-08-02","157194000"
"807302","536556","698714","2012-07-13","380070000"
"673679","908213","578499","1986-06-14","102041000"
"214079","908213","255261","1976-03-20","267649000"
"559035","544198","477705","2016-12-22","433766000"
"719078","964416","463196","2006-03-17","95557000"
"313501","929201","207129","1979-08-22","314670000"
"290249","306180","251257","1975-12-27","478271000"
"432625","540658","591457","1974-11-24","587456000"
"917758","903771","897430","1985-05-28","328941000"
"351778","511250","131803","1993-03-21","576038000"
"220886","293541","118065","1974-01-23","964934000"
"588981","295492","410358","1986-11-16","116187000"
"811021","238357","825056","2008-09-26","343297000"
"119382","921874","697884","2012-01-02","468085000"
"867972","716050","149582","2017-05-18","999834000"
"448325","881382","494259","2017-05-16","962175000"
"466330","470505","247022","2010-11-18","322667000"
"510542","349251","401691","1982-03-06","258239000"
"335058","735374","761583","2012-04-18","224492000"
"240645","181824","799319","1984-04-30","38026000"
"704340","556014","386950","1981-11-15","181688000"
"989885","257995","353742","2007-12-23","622738000"
"464253","129453","874050","2012-04-07","662540000"
"721511","804292","187161","1981-02-04","414261000"
"818571","577073","462198","2016-09-23","720748000"
"921281","597102","752036","2008-12-15","895389000"
"658667","926023","518920","2017-10-07","561189000"
"958146","737493","301331","1991-03-16","162636000"
"185347","187581","200447","1987-11-17","217592000"
"251583","337276","307586","1987-05-11","407261000"
"181137","243218","998475","1971-10-17","411004000"
"264603","165856","735981","1988-06-02","117450000"
"412096","405236","183088","1983-09-08","931563000"
"685191","688928","797608","1993-12-02","897212000"
"465184","286904","138941","1999-06-22","431527000"
"300067","398613","408927","2003-12-25","105461000"
"952886","287218","576610","1983-06-04","733532000"
"102285","485318","855913","1972-10-10","665153000"
"722654","955284","247147","2013-04-10","120850000"
"502210","742072","568608","1979-05-28","635864000"
"966178","147020","597144","1984-09-30","39994000"
"326194","345084","624475","2008-01-01","230078000"
"379751","948158","130438","2017-04-07","641689000"
"697513","687403","334001","1993-11-17","479211000"
"335452","607271","704179","1978-05-17","107997000"
"398431","591593","862199","1999-08-21","763902000"
"955682","403746","307772","1985-03-23","940659000"
"666712","109501","834169","1973-02-20","130373000"
"220973","541125","642251","2015-11-28","568750000"
"796020","636686","997355","2008-05-26","950449000"
"828411","818978","687606","2009-08-26","691258000"
"154203","140415","553740","2017-06-21","664451000"
"670406","452218","937851","1993-03-29","449347000"
"394861","603242","831870","2016-03-13","657747000"
"108629","621030","324237","1979-01-09","770645000"
"243218","215966","270938","1975-03-09","182547000"
"481493","546754","245671","1993-12-18","212428000"
"214522","220411","124963","1993-10-11","813779000"
"100908","279871","302389","1995-05-24","668590000"
"714387","387238","130834","1995-11-08","261899000"
"139826","961947","318552","1974-05-16","414949000"
"510022","326002","176217","1992-12-03","516352000"
"428545","244450","334124","1974-05-19","225710000"
"902806","680871","309990","2003-12-10","171124000"
"499264","145801","110733","1974-07-02","320200000"
"385358","427763","591002","1983-09-18","98959000"
"858890","757425","847746","1973-03-11","388243000"
"194867","180969","945856","1972-12-11","741825000"
"879106","398163","903680","2019-03-28","417606000"
"404369","537642","197922","1988-03-10","777566000"
"547900","930615","963825","2005-07-23","112184000"
"814169","170845","621117","2002-09-08","545367000"
"349021","745299","193828","2016-06-22","652289000"
"391178","649249","112628","2012-03-30","892014000"
"802911","548864","485789","1970-02-13","582025000"
"289950","598449","978396","2019-10-24","551627000"
"239587","888134","418002","2008-07-19","615313000"
"113912","943182","796825","2019-04-09","97318000"
"254211","308871","374907","2016-08-21","634353000"
"947568","299594","206545","1970-02-24","311429000"
"647153","369459","367678","1989-04-21","210721000"
"450476","129225","584434","1977-12-06","467078000"
"356240","917717","329384","2013-10-06","231865000"
"563698","631805","287508","1989-11-02","935570000"
"892575","223469","708314","2011-01-04","462730000"
"792630","364327","127510","2005-11-18","221329000"
"490021","848681","871324","2003-11-21","297803000"
"106501","386367","997088","1993-08-02","657096000"
"705072","905056","613180","2014-06-09","566514000"
"105783","917717","601076","2015-09-29","644230000"
"233197","405916","258245","1998-05-22","166548000"
"800462","238132","902671","1983-09-30","517797000"
"875322","980920","767780","1984-01-12","756441000"
"772840","930892","576786","1989-09-11","628301000"
"185097","917796","826343","1984-03-11","929348000"
"274111","247492","239477","1978-08-20","765556000"
"303794","234626","369517","2009-11-15","557520000"
"454261","183398","101670","1990-02-09","354302000"
"977705","358035","458970","2015-02-24","326558000"
"643780","911234","465205","1997-11-15","786843000"
"745721","421973","336800","1983-05-14","191738000"
"456740","234641","472749","1972-07-12","653683000"
"888134","788599","901595","1989-12-03","562380000"
"216096","720492","221053","1981-06-13","747784000"
"124449","331678","608198","2006-10-18","4791000"
"799192","159862","257457","2009-03-19","904491000"
"847158","333270","663927","2001-10-16","277704000"
"353026","776750","420406","2010-05-27","821843000"
"722388","828245","119937","2016-01-26","613231000"
